niveau,genre,sentiment_global,confiance_adultes,sentiment_securite,participation_projets,liberte_expression,ecoute_et_soutien,envie_venir,relation_famille_etab,confiance_dialogue_extrait,projets_participes,lieux_expression_libre,changements_souhaites,moments_agreables,moments_desagreables,lieux_agreables,lieux_desagreables
6e,Garçon,2,1,0,0,1,0,1,1,['compréhension'],[],[],"['surveillant', 'compréhensif']",['pause méridienne'],['cours'],"['terrain', 'foyer']","['CCC', 'permanence']"
6e,Fille,3,1,2,2,3,1,3,3,"['partage', 'information', 'choix']","['art et culture', ""vie de l'établissement""]","['partout', 'cour']","['budget', 'pôle', 'artistique', 'permanence']","['chorale', 'midi', 'cour']",['avant les évaluations'],"['CCC', 'salle']",['perme']
6e,Garçon,2,1,1,1,1,1,1,2,"['autonomie', 'écoute']",['sport'],[],['devoirs'],"['fin du cours', 'fin de la journée']","['début du cours', 'début de la journée']","['permanence', 'salle']","['ccc', 'extérieur']"
4e,Fille,2,0,0,0,1,2,1,2,[],[],[],[],[],[],[],[]
5e,Fille,2,2,3,3,2,2,3,3,[],"['MUN', 'sport']",[],['vêtements'],"['récréation', 'pause']",[],['CCC'],['permanences']
5e,Garçon,2,1,2,1,1,2,2,3,[],['art et culture'],['non'],"['bagarres', 'sanction', 'plats', 'cantine', 'tacos']",['amis'],['évaluation'],"['plateaux', 'cour']",[]
5e,Garçon,2,2,1,2,0,2,1,2,[],['sport'],[],[],['as'],['évaluation'],[],[]
5e,Garçon,0,0,0,2,1,1,0,3,['calme'],[],[],[],[],[],[],[]
5e,Garçon,2,1,3,2,0,1,1,1,[],[],[],[],[],[],[],[]
5e,Garçon,2,2,3,2,3,1,2,2,[],['MUN'],[],[],[],[],[],[]
6e,Fille,2,3,3,2,3,2,2,2,[],"['art et culture', 'projet pédagogiques']",['récréation'],"['jeu', 'trampoline', 'activité']",[],[],"['ccc', 'permanence']",[]
5e,Fille,2,1,2,0,1,1,1,2,[],[],['psy'],[],['avec mes amies'],[],[],[]
5e,Garçon,3,1,3,2,2,1,3,3,[],['sport'],[],[],[],[],[],[]
5e,Fille,3,3,3,3,3,3,3,3,[],[],[],[],[],[],[],[]
5e,Garçon,2,3,1,2,1,1,1,2,['gentillesse'],['sport'],[],['gentillesse'],[],['harcèlement'],['cour'],[]
5e,Fille,2,2,2,2,2,2,1,2,['écoute'],[],['non'],['non'],[],[],"['salle de détente', 'CCC']",['cour']
4e,Garçon,1,2,1,1,1,2,1,2,"['calme', 'compréhension']",['environnement et solidarité'],[],[],[],[],[],[]
5e,Garçon,3,1,2,0,0,1,1,2,['non'],[],['CPE'],"['AED', 'vie scolaire']",['cantine'],['jeudi après-midi'],['cantine'],[]
5e,Garçon,1,0,3,1,1,2,0,2,['gentillesse'],[],['non'],['sanctions'],['fin'],['maths'],['cour'],['classe']
5e,Garçon,0,0,0,3,0,0,0,0,[],['sport'],[],['non'],[],"[""cours d'espagnol""]",[],[]
5e,Fille,2,2,1,2,3,1,2,3,[],['sport'],['cours'],['non'],['cours'],['cours'],[],[]
5e,Garçon,2,1,2,3,2,2,0,1,[],['sport'],"['surveillants', 'CPE']","['téléphones', 'cantine']",['jeu balle mousse'],[],['cours'],[]
6e,Garçon,2,2,1,3,2,2,1,3,[],['art et culture'],[],['temps'],[],[],"['CCC', 'foyer']",[]
5e,Fille,2,1,2,0,2,2,2,2,"['communication', 'expression', 'confiance', 'écoute']",[],[],[],"[""s'exprimer""]",['heure creuse'],"['ccc', 'salles']",['salles']
5e,Fille,3,2,2,1,2,2,2,3,[],"['art et culture', 'sport']",['récréation'],['non'],"['récréation', 'cantine']",['cours de 2 heures'],['CCC'],['récréation']
5e,Garçon,1,0,2,0,0,0,0,0,['équité'],[],[],"['écoute', 'sévère', 'favoritisme', 'indulgent', 'punitions', 'bêtises']",['jouer au foot'],"['cours', 'profs', 'svt']",['couloir'],[]
5e,Fille,2,1,2,1,0,0,1,1,"['compréhension', 'écoute']",['sport'],['non'],"['badges', 'bancs', 'clime']","[""travail en s'amusant"", 'sorties', 'voyages']","['interdiction de bavarder', 'silence']",['permanence'],['salle']
6e,Fille,2,2,2,0,1,1,0,2,[],[],[],"['règles', 'gentillesse']",['famille'],"['établissement', 'stress', 'évaluations']",['maison'],['école']
5e,Garçon,2,0,2,0,1,1,0,2,[],[],[],"['horaires', 'devoirs', 'temps']","['départ', 'discussion avec amis']",['expression difficile'],[],[]
5e,Garçon,2,0,2,0,0,1,1,2,[],[],[],['retard'],['jouer au foot'],"['être en retard', 'prof']",[],[]
5e,Fille,3,2,3,1,3,3,3,3,[],['sport'],[],"['vêtements', 'saison']","['avec mes amies', 'avec ma cousine']",['évaluation'],['CCC'],[]
5e,Fille,2,1,1,0,1,1,1,1,[],[],[],"['climatisation', 'emploi du temps']",['heures creuses'],"['salles de chimie', 'SVT', 'art plastique', 'tabourets']",['permanence'],['salle']
6e,Garçon,3,3,2,1,2,2,2,3,[],['sport'],"['recreation', 'cantine', 'classe']",[],[],[],[],[]
5e,Garçon,2,1,2,0,2,0,1,2,"['chaleur', 'ouverture']",[],[],['non'],"['récré', 'heures creuses']",[],['foyer'],[]
6e,Garçon,2,2,2,3,3,2,1,2,['non'],['sport'],['non'],['climatisation'],['amis'],[],['c107'],['c207']
5e,Fille,2,1,1,1,1,0,1,2,,,,,,,,
5e,Garçon,2,2,3,2,1,2,1,2,[],['MUN'],[],"['clim', 'téléphones']",['récréation'],['cours'],['médiathèque'],['salles']
5e,Garçon,3,2,2,0,1,2,1,2,"['surveillant', 'gentillesse']",['sport'],[],['journées'],['récréation'],['finit à 17h'],"['cour', 'terrain']",['permanence']
6e,Fille,2,2,3,0,1,2,0,2,[],[],['partout'],"['repas', 'cantine']",['cour'],['classe'],[],[]
6e,Fille,2,3,3,2,1,2,1,2,[],[],[],['téléphone'],['rigole'],[],[],[]
6e,Garçon,2,1,2,1,0,2,0,3,"['jeux', 'apprendre']",['art et culture'],['non'],"['amusements', 'balançoires', 'toboggans', 'accompagnement', 'nourriture', 'tajines', 'place', 'PC', 'extérieur']",[],"['matin', 'petit déjeuner', 'première heure']",['CCC'],['permanence']
5e,Fille,2,2,3,0,2,2,1,2,[],['MUN'],['classe'],[],[],['classes'],['permanence'],[]
5e,Garçon,2,1,2,0,2,2,0,1,['confiance'],[],[],"['fontaine', 'eau', 'climatisation']",['sortie scolaire'],"['menu de la cantine', 'fontaine lente']",[],[]
5e,Fille,2,2,2,0,2,2,1,2,['non'],[],[],"['emploi', 'devoirs']",['récré'],[],['terrain'],[]
5e,Garçon,2,1,3,3,1,0,1,2,['confiance'],[],[],[],"['sorties scolaires', 'voyages', 'Kahoot']",['pas de téléphone'],['CCC'],['permanence']
6e,Fille,2,2,3,0,1,2,1,1,['non'],"['art et culture', 'projet pédagogiques']",[],['non'],['rien faire'],['cours'],['CCC'],['salle']
5e,Garçon,1,1,1,0,1,1,0,2,['compréhension'],[],[],"['toilette', 'devoirs', 'cours']","['récréation', 'permanence', 'pause du midi']","['rentrée', 'travail', 'devoirs']",['recré'],['salle']
5e,Fille,2,2,3,1,2,2,1,3,['respect'],[],[],"['horaires', 'devoirs', 'toilettes', 'propreté', 'temps', 'téléphone']",['finir tôt'],['travailler trop'],['récréation'],['permanence']
5e,Fille,2,1,3,0,2,2,1,2,['non'],"[""vie de l'établissement""]",['CPE'],"['climatisation', 'eau', 'fontaines']",['blooket'],['évaluations'],['foyer'],[]
5e,Garçon,1,0,1,2,1,0,0,0,[],"[""vie de l'établissement""]",[],['climatisation'],['kahoot'],['évaluations'],['ccc'],['salle']
6e,Fille,2,1,1,2,1,1,2,2,['respect'],['art et culture'],[],['cpe'],[],[],[],[]
6e,Fille,2,2,3,2,2,2,1,2,['activités'],"[""vie de l'établissement""]",[],"['activité', 'thème', 'classe']",['classe calme'],['cantine bondée'],"['salle', 'récré']",[]
6e,Garçon,3,2,3,0,1,2,2,3,"['votes', 'décisions']",['projet pédagogiques'],[],"['cuisine', 'cantine']",['famille'],"['école', 'contrôles', 'réveil tôt']","['ccc', 'salle']",[]
6e,Fille,3,3,3,3,2,3,3,3,"['dialogue', 'confiance']",[],['non'],[],['travail'],[],"['cour', 'CCC', 'salle']",[]
5e,Fille,2,2,3,2,1,0,2,3,[],[],['cours'],['non'],"['projets', 'travailler en groupe']",[],"['CCC', 'cour']",[]
3e,Garçon,3,3,3,2,1,2,1,2,"['considération', 'écoute', 'avis', 'sentiments']",[],[],"['sommeil', 'activités']",['amis'],"['profs', 'manque de respect', 'émotions ignorées']",['recree'],[]
6e,Garçon,3,2,3,0,3,3,2,2,[],[],[],[],[],[],[],[]
6e,Fille,2,2,3,3,1,2,2,3,['non'],[],['cour de récréation'],['non'],['touts les moments'],[],['non'],['non']
5e,Fille,1,1,1,3,0,1,0,1,"['confiance', 'amitié']","['environnement et solidarité', 'art et culture']",[],['non'],['rire'],"['évaluation', 'cris']",['ccc'],['cours']
5e,Garçon,2,3,2,3,2,2,1,2,[],"['MUN', ""vie de l'établissement"", 'art et culture']",['non'],"['obligations', 'téléphone', 'services', 'toilettes', 'fontaine']",['non'],['non'],['salle'],[]
6e,Fille,2,2,2,2,2,2,1,2,['non'],['sport'],['AS'],['non'],"['nationaux', 'compète']",[],"['CCC', 'plateau sportif']",[]
6e,Garçon,2,2,2,2,3,2,2,2,[],[],[],['non'],[],[],[],[]
5e,Garçon,2,2,2,2,3,3,1,2,"['respect', 'politesse']","['sport', 'art et culture', 'MUN']",['cour'],"['clims', 'cantine', 'bousculons']",['cour avec mes amis'],[],"['cour', 'salle']",['classes']
6e,Garçon,3,2,3,0,2,2,2,3,[],"[""vie de l'établissement""]","['classe', 'cour']",['basket'],['dernier cours avant les vacances'],['évaluations'],"['cours', 'terrain', 'cantine']",[]
6e,Garçon,0,0,2,1,0,1,0,0,"['égalité', 'respect', 'écoute', 'communication']",[],['non'],['écoute'],[],[],"['récré', 'classe']",[]
6e,Garçon,1,1,1,1,1,1,0,0,"['compréhension', 'liberté']","[""vie de l'établissement""]",[],['non'],['jouer au football'],[],['ferme'],[]
6e,Garçon,2,1,1,1,1,1,1,1,['égalité'],[],[],"['téléphones', 'salle', 'repos']",['cantine'],[],['foyer'],[]
6e,Fille,2,2,3,0,2,2,1,2,['non'],['sport'],[],[],[],[],[],[]
6e,Garçon,2,1,3,1,3,1,1,2,[],[],[],[],['cantine'],[],[],[]
4e,Garçon,2,2,2,2,1,0,3,2,[],['sport'],[],['non'],[],[],['récréation'],['classe']
4e,Garçon,2,2,3,1,2,2,2,2,[],[],[],[],[],[],[],[]
3e,Garçon,3,2,3,1,1,2,0,2,[],"['environnement et solidarité', 'MUN']",['oral'],"['liberté', 'pause', 'heure creuse']",['cours de sport'],['longue journée'],['terrain'],['permanence']
3e,Garçon,2,1,2,3,1,2,0,2,[],['MUN'],[],['emplois-du-temps'],['pause'],['réveil'],['plateau'],['toilettes']
3e,Fille,2,1,2,1,1,1,1,0,['écoute'],"['MUN', 'sport']",['cour'],['emplois du temps'],['pause'],['réveille'],"['cour', 'plateau']",['toilettes']
3e,Fille,2,2,3,2,2,1,1,3,"['respect', 'communication']",['art et culture'],['non'],['règles'],"['relations profs-élèves', 'amis']","['fatigue', 'mauvaise humeur', 'incompris', 'prof crie', 'désaccord']",['cours'],['salles']
3e,Fille,2,2,2,3,2,2,1,3,['communication'],"['sport', 'MUN']",[],['horaire'],['pauses'],[],['cour'],[]
3e,Garçon,1,2,3,2,1,0,2,2,['respect'],"[""vie de l'établissement""]","[""cellule d'écoute""]",['clims'],"['récréation', 'cours intéressants']","['cantine', 'cours peu intéressants']",['préau'],['récréation']
5e,Garçon,1,2,3,1,0,1,1,3,[],"['MUN', 'art et culture']",[],[],[],[],[],[]
3e,Garçon,1,2,3,3,2,1,1,2,[],['sport'],[],['classe'],['rentrer chez moi'],['parler avec les gens de ma classe'],['CCC'],[]
3e,Garçon,2,1,1,2,1,1,1,2,['respect'],['environnement et solidarité'],[],['non'],['rencontrer Najate'],"['échecs', 'difficultés', 'conflits', 'tristesse', 'anxiété', 'incertitude', 'solitude']","['vestiaires', 'plateau']",[]
3e,Fille,3,2,3,2,1,2,2,2,['respect'],['sport'],[],"['horaires', 'respect']",['activité sportive'],[],['CCC'],[]
3e,Fille,2,1,2,0,1,1,1,2,['respect'],"['MUN', 'sport', 'projet pédagogiques', ""vie de l'établissement""]","['classe', 'récréation']",['cantine'],"['projets scolaires', 'MUNs', 'voyages scolaires']",['deux heures consécutives'],['médiathèque'],['cantine']
3e,Garçon,1,2,1,0,2,1,1,1,['respect'],[],[],['menu'],"['amis', 'cours préférés']",[],"['permanences', 'cour', 'cantine']",[]
3e,Garçon,3,2,3,2,0,2,2,3,"['respect', 'écoute']","['MUN', 'projet pédagogiques']",[],['cantine'],"['récrées', 'projets scolaire']","['profs crient', 'rabaissent']","['médiathèque', 'toilettes']",[]
3e,Garçon,2,2,2,2,1,2,2,2,"['confiance', 'communication', 'respect']",['MUN'],[],['climatisation'],"['récréation', ""fin d'année""]",['brevet blanc'],"['récréation', 'plateau']",[]
3e,Fille,2,1,1,3,2,1,1,2,"['écoute', 'respect', 'dialogue', 'confiance']",[],['non'],['non'],"['fou rire', 'récréation']","['matin', 'réveil', 'devoirs']",[],[]
3e,Fille,2,1,3,0,1,1,1,1,['respect'],"['sport', 'MUN', ""vie de l'établissement"", 'projet pédagogiques', 'environnement et solidarité', 'art et culture']",[],['circulation'],['MUNS'],[],['cours'],[]
3e,Fille,1,1,3,1,1,1,0,1,"['modernité', 'calme', 'souplesse', 'confiance']",[],[],"['restrictions', 'règles', 'liberté', 'téléphones']","['sonnerie', 'voyage scolaire']","['cours', 'prof désagréable', 'matière ennuyeuse']",['CCC'],['permanences']
4e,Garçon,2,2,3,0,2,2,1,2,['respect'],['MUN'],[],"['horaires', 'strict', 'règles']","['voyage scolaire', 'rencontrée mes professeurs']","['CC', 'en retard', 'aller au toilettes']",['bancs'],['CC']
4e,Fille,3,2,3,3,2,2,2,2,[],[],['classe'],[],[],[],[],[]
4e,Garçon,3,2,2,1,2,2,2,2,[],"['MUN', 'projet pédagogiques', ""vie de l'établissement""]",[],"['climatisation', 'permanence', 'choix']",['amis'],"['permanence', 'cours avec Mme Zeroual']",['cour'],['permanence']
4e,Fille,2,2,2,0,1,1,0,2,"['moments', 'discussion']",['projet pédagogiques'],['cours'],['climatisation'],['cours'],[],['médiathèque'],['salles']
4e,Fille,2,2,2,2,2,2,2,2,[],[],[],[],[],[],[],[]
4e,Garçon,1,1,2,1,1,0,0,2,[],[],[],['climatisation'],[],[],[],[]
4e,Fille,2,2,2,0,2,2,2,2,"['communication', 'aise']",['sport'],[],['climatisation'],['récré'],['cantine'],['Recre'],['classe']
4e,Garçon,2,2,3,2,2,2,2,2,['respect'],[],[],['climatisation'],['récréation'],['cours'],"['cours', 'cantine']",['classes']
4e,Garçon,2,2,3,2,1,1,1,2,"['clarté', 'respect', 'bienveillance', 'écoute']","['sport', 'art et culture', 'projet pédagogiques']","['cour', 'classe']","['clim', 'horaires', 'devoirs']","['pause', 'perm']",['heures de colles'],[],[]
4e,Fille,2,2,2,2,2,2,2,2,['non'],"[""vie de l'établissement"", 'MUN', 'MUN', ""vie de l'établissement""]",[],[],[],[],"['récrés', 'projet', 'cours de sport']","['cours', 'évaluation']"
4e,Fille,2,2,2,0,2,2,1,2,,,,,,,,
4e,Garçon,2,1,2,0,1,1,0,2,['respect'],"['environnement et solidarité', 'MUN']","['phare', 'vie scolaire']",['non'],"['pause méridienne', 'cours de maths']","[""cours d'arabe"", 'histoire géo arabe', 'pas autorisé à manger']","['CCC', 'cour']",['espace']
4e,Garçon,2,1,1,2,1,1,1,2,[],[],"['cour', 'cours']","['terrain', 'accès']",['avec mes amis'],['évaluation'],['cour'],['salle']
4e,Garçon,0,0,0,0,0,0,0,2,"['communication', 'écoute', 'respect', 'dialogue', 'confiance', 'discussion', 'classe', 'récréation']",[],['recréation'],['activités'],['prof absent'],['évaluation'],['cour'],['salle']
4e,Garçon,3,2,3,2,1,1,0,2,['non'],['sport'],['non'],['non'],[],['flem'],[],[]
4e,Fille,2,1,1,3,0,1,2,2,"['confort', 'discussion', 'réunion', 'classe', 'paix', 'écoute']",[],[],['climatisation'],['clim'],['pas de clim'],[],[]
4e,Garçon,2,1,2,2,1,2,2,2,['compréhension'],['art et culture'],['classe'],['heures'],"['pauses méridienne', ""compétition avec l'AS""]",['classe'],"['foyer', 'cour', 'salle']",['salles']
4e,Fille,3,2,2,3,2,2,2,3,"['dialogue', 'partage', 'avis', 'décision', 'discussion']","['sport', 'MUN', 'art et culture']",['classe'],"['sport', 'cantine', 'nourriture', 'lycée']","['pause', 'cours dynamique']","['examens', 'cours ennuyeux']","['médiathèque', 'gymnase']","['permanence', 'salles']"
4e,Fille,2,1,2,2,2,2,1,3,[],['sport'],[],['liberté'],[],[],['cours'],[]
4e,Garçon,1,1,2,0,1,1,1,2,['respect'],"['sport', 'MUN']",['heure de vie de classe'],['non'],['pauses'],"[""matières que je n'apprécie pas""]",['bulle'],['classe']
4e,Garçon,2,2,3,1,2,2,2,2,[],['sport'],['vie scolaire'],[],[],[],[],[]
4e,Garçon,2,1,2,0,2,2,2,3,"['tolérance', 'respect']",[],[],"['climatisation', 'eau', 'cantine', 'horaires']",['cours de math'],"['cours de langue', ""cours d'art""]",['C.C.C'],[]
4e,Garçon,2,2,3,1,2,2,0,2,['entente'],[],[],['écoute'],[],[],['plateau'],[]
4e,Garçon,0,0,0,0,1,0,0,0,"['écoute', 'confiance', 'compréhension', 'justice']",[],[],['non'],"['bon prof', 'bonnes notes', 'révisions réussies']",[],"['cours', 'CCC']",['salle']
4e,Garçon,1,2,2,0,1,1,1,2,['écoute'],['sport'],['non'],"['activités', 'permanence']",['récréation'],['cours de 2h'],['cour'],['permanence']
4e,Fille,2,1,1,3,0,1,1,3,[],[],[],[],[],[],[],[]
4e,Garçon,2,1,3,2,1,1,1,3,['écoute'],[],['cours'],"['liberté', 'parcours']",['cours libres'],['profs sévères'],['cour'],['salles']
4e,Garçon,2,1,2,3,1,1,2,2,[],[],[],[],[],[],[],[]
4e,Fille,3,2,3,2,2,3,2,2,"['écoute', 'respect', 'dialogue']","['projet pédagogiques', 'sport']",[],"['liberté', 'choix', 'parcours']","['expression', 'liberté']",['sévérité'],['salle'],['toilettes']
4e,Fille,3,2,2,0,2,2,1,3,"['calme', 'humilité']",['sport'],[],"['heures', 'flexible']","['pauses méridiennes', 'aller au CCC']",[],['CCC'],[]
4e,Garçon,2,2,2,1,1,2,2,2,['communication'],"['MUN', 'art et culture', ""vie de l'établissement""]","['conseil de classe', 'cvc']","['clubs', 'théâtre', 'débat', 'sport', 'cuisine', 'écologie']",['avec amies'],['finis à 17h'],"['CCC', 'récrée']",['permanence']
4e,Fille,2,2,3,0,3,2,1,2,[],[],"['classe', 'psychologue']",['climatisation'],['cour'],"['cours compliqués', 'matin']",['cours'],['salle']
4e,Fille,2,2,2,2,2,1,1,2,['écoute'],['projet pédagogiques'],['exposés'],[],[],[],[],[]
4e,Fille,2,2,3,2,1,2,1,2,[],[],[],[],['rigole avec amis'],['échoue test'],"['madiatheque', 'permanence']",[]
4e,Garçon,2,1,1,1,1,0,1,3,[],['MUN'],[],[],['MUNS'],[],"['CCC', 'cour']",[]
4e,Fille,3,2,3,2,1,1,2,2,[],['MUN'],[],[],[],[],[],[]
4e,Garçon,2,1,0,0,1,0,0,2,[],['sport'],[],[],[],[],[],[]
4e,Garçon,3,1,2,0,3,3,1,1,"['écoute', 'mutualité']",['projet pédagogiques'],['cours'],['non'],[],['non'],[],[]
4e,Garçon,0,0,0,3,0,0,0,3,"['surveillants', 'disponibilité', 'encadrement']",[],[],"['aed', 'vie scolaire', 'buvettes', 'toilettes', 'balles']",['heures de permanence en extérieur'],['surveillants occupés'],"['médiatheque', 'extérieur']",['permanence']
3e,Fille,1,0,1,2,0,0,0,1,['compréhension'],[],[],[],[],[],[],[]
4e,Fille,2,1,2,2,2,0,2,2,"['permanence', 'jeux', 'temps libre']","['art et culture', 'projet pédagogiques']",['non'],"['jeu', 'permanence']",[],"['sport', 'arts plastiques']",['ccc'],[]
4e,Garçon,2,1,1,0,1,1,2,1,"['expression', 'écoute', 'respect', 'réponse', 'égalité']",['MUN'],[],['règlement'],"[""quand j'ai pas cours"", 'cours fini', 'vacances', 'récrés']",['cours de maths'],[],[]
4e,Garçon,2,1,1,3,1,0,2,3,['non'],"['MUN', 'sport']","['classe', 'séance de vie de classe']","['sièges', 'cantine', 'dresscode']","['récréation', 'cantine', 'vie de classe']",[],"['cour', 'salle', 'cantine']",[]
4e,Fille,1,2,1,3,0,0,1,2,[],[],[],['tables'],['joue au foot'],['ne pas jouer au foot'],['dehors'],['permanence']
4e,Fille,3,2,3,2,0,0,2,3,"['réunions', 'confiance']",['MUN'],['CCC'],"['jeu', 'étagère', 'détente']",['cours de sport'],['permanences'],"['CCC', 'cour']",[]
4e,Garçon,2,2,3,1,2,0,1,3,"['communication', 'idées', 'doute', 'comportement', 'choix']",['MUN'],[],['non'],['amis'],['classe'],[],[]
4e,Fille,2,0,2,3,2,2,2,2,"['écoute', 'temps', 'respect']","['MUN', 'art et culture']",['non'],"['cours', 'climatisation']","['amis', 'cour', 'CCC']","['cours', 'chaleur', 'canicule']",['CCC'],['salle']
4e,Fille,2,1,3,2,1,1,1,2,['non'],['sport'],[],"['telephone', 'cour']",['heure creuse'],['DS communs'],['foyer'],[]
4e,Fille,2,1,2,2,2,2,1,2,[],"['MUN', 'environnement et solidarité', ""vie de l'établissement""]",['récréation'],['table'],['cantine'],[],['allée'],[]
4e,Garçon,2,3,2,2,2,2,0,2,[],['MUN'],"['récréation', 'intercours', 'professeurs']","['accès', 'couloirs', 'pauses', 'récréations']","['récréations', 'pauses méridiennes', 'intercours']",['cours'],"['cantine', 'médiatèque']","['rang', 'permanence']"
4e,Garçon,2,2,1,0,1,1,1,1,['respect'],['sport'],"['vie scolaire', 'CPE']","['climatisation', 'chaleur']",['récréation'],['matin'],['recrée'],['classe']
4e,Garçon,2,2,2,1,2,2,0,1,"['écoute', 'discipline']",[],['récré'],['activités'],['amis'],"['harcèlement', 'pleurer']",['foyer'],['médiathéque']
4e,Garçon,2,1,1,0,1,0,0,2,['non'],[],[],['climatisation'],"['extérieur', 'heures de permanence']","['crie dessus', 'pas de place en extérieur']",['ccc'],[]
4e,Garçon,2,1,2,1,2,1,3,2,['respect'],['sport'],['récré'],"['sortir', 'nourriture', 'kiosque']",['amis'],['classe'],['récre'],['cours']
4e,Garçon,2,1,3,2,2,0,0,0,[],[],[],[],"['récréation', 'amis']",[],['porte'],['salle']
3e,Fille,3,2,3,0,1,1,2,2,[],['sport'],[],"['profs', 'compétence']",['amis'],['pas entendre adultes'],['salle'],['CPE']
4e,Garçon,1,1,3,0,0,0,1,0,['écoute'],['projet pédagogiques'],['non'],"['AED', 'téléphone']",[],"['injustice', 'aucune confiance']",['cantine'],"['toilettes', 'salle', 'bureau']"
4e,Garçon,2,0,0,0,0,0,0,1,['avis'],[],[],"['ajouter', 'finir', 'famille']",['pauses'],['heures de cours'],['classe'],['permanence']
3e,Garçon,1,1,1,1,0,0,1,2,['écoute'],[],[],[],['voyages'],"['retenue', 'exclusion']",[],[]
3e,Fille,2,1,2,2,2,2,0,1,[],[],[],[],[],[],[],[]
3e,Garçon,2,2,2,0,2,2,1,2,[],[],['non'],"['climatisation', 'surveillance', 'harcèlement']",[],[],[],[]
3e,Garçon,2,0,2,2,0,0,2,2,['présence'],['MUN'],[],['climatisation'],[],[],['CCC'],['salles']
3e,Garçon,2,2,2,2,0,1,1,2,['tutoiement'],[],[],"['clims', 'chaleur']",['Récréation'],['prof pas agréable'],['cour'],['classe']
4e,Fille,2,0,1,3,1,1,1,2,['communication'],"['sport', 'sport', 'environnement et solidarité']",[],"['climatisation', 'fontaines']",[],[],"['préaut', 'cour']",[]
3e,Garçon,2,1,3,0,1,0,1,2,['non'],['sport'],['psy'],['climatisation'],"['cantine', 'amis']","['cours', '15 heure', 'chaleur', 'pas de climatisation']",[],[]
4e,Garçon,1,1,1,1,1,0,0,2,"['écoute', 'empathie']","['MUN', 'MUN', 'MUN', ""vie de l'établissement"", ""vie de l'établissement"", 'environnement et solidarité']","['ateliers', 'activités']","['méthode', 'évènements', 'galas', 'compétences']","[""cours d'anglais"", 'cours de français', 'moments avec mes amies']","[""cours d'arabe""]",['médiathèque'],['permanence']
3e,Garçon,3,2,1,2,1,2,2,2,['respect'],[],[],"['liberté', 'circulation', 'cours']",['récrée'],['cours'],['récrée'],['cours']
4e,Fille,1,1,3,3,1,1,1,1,['non'],"[""vie de l'établissement""]",[],['horaires'],"[""cours d'anglais"", 'sport']",['arabe'],['gymnase'],[]
4e,Fille,2,0,3,2,1,0,0,0,"['écoute', 'respect', 'dialogue', 'compréhension', 'médiation', 'discussion']","[""vie de l'établissement""]","['cours', 'cours de récreation']",['clim'],"['récré', 'pause méridienne']",['cours de fin de journée'],"['cantine', 'court']",['salles']
4e,Garçon,2,2,3,1,0,1,0,0,[],"['MUN', ""vie de l'établissement""]",[],"['écouter', 'élèves', 'bien-être', 'famille']","['voyage scolaire', 'pause', 'cours']",['punition'],[],[]
4e,Fille,2,2,2,2,2,2,1,2,"['écoute', 'confiance']","['sport', ""vie de l'établissement""]",[],['tout'],[],[],[],[]
3e,Garçon,2,2,3,2,2,1,0,2,[],['sport'],[],"['horaire', 'bus']",[],[],[],[]
3e,Garçon,3,3,3,2,2,2,3,3,[],['environnement et solidarité'],[],[],[],[],['cours'],[]
4e,Fille,2,1,3,2,1,1,2,3,"['écoute', 'attention']","['sport', 'MUN']",['classe'],"['salles', 'aérer']",['prof absent'],['enchaînement des heures'],['extérieur'],['salles']
4e,Garçon,2,2,3,2,1,1,1,1,['non'],['environnement et solidarité'],[],[],[],[],[],[]
3e,Fille,2,2,2,2,2,1,2,2,[],"['MUN', ""vie de l'établissement""]",[],['horaires'],"['cours de technologie', ""cours d'anglais""]",[],[],[]
3e,Garçon,1,1,1,2,1,0,0,2,"['justice', 'respect']","['projet pédagogiques', ""vie de l'établissement""]",[],"['climatisation', 'professeurs', 'respect', 'confiance', 'stricte']",['amis'],['insulter'],['médiathèque'],['permanence']
4e,Garçon,3,1,3,2,1,1,1,2,"['forums', 'conseils', 'projets', 'écoute', 'médiation', 'communication']",['sport'],"['cour', 'cours']","['climatisation', 'horaires', 'sommeil', 'surveillants']",[],"['notes', 'bavardage', 'comportement', 'parents']","['ccc', 'permanence']",['salles']
4e,Fille,2,2,2,2,1,2,2,1,"['écoute', 'respect', 'confiance', 'dialogue']",['sport'],['collège'],"['cours', 'temps']",['amis'],"['jugé', 'pas écouté', 'pression']","['cour', 'cantine']",['salles']
3e,Fille,3,0,3,3,0,0,2,2,"['comprehension', 'ecoute']",[],[],[],[],[],[],[]
4e,Fille,2,2,3,2,1,1,0,0,[],"['sport', ""vie de l'établissement""]",[],[],[],[],[],[]
4e,Garçon,2,2,2,2,1,0,0,2,"['formation', 'communication', 'respect']","['sport', 'environnement et solidarité']",[],"['climatisation', 'casiers']","['pauses de deux heures', 'récréations', 'cours intéressants', 'français', 'hg']",[],"['cours', 'portailles', 'vie scolaire']",[]
4e,Fille,3,2,2,1,2,2,2,3,"['gentillesse', 'ouverture']","['art et culture', 'sport']",[],"['système', 'strict', 'environnement', 'relation']","['félicitations', 'efforts aboutis']","['cris de ma mère', 'stress', 'mauvaises notes']",[],[]
4e,Garçon,3,2,3,1,2,2,2,2,['discussion'],"['sport', 'art et culture', 'environnement et solidarité']",[],"['projet', 'cours', 'emploi']","['cours', 'projet', 'jeux']","['cours', 'vie scolaire']","['cour', 'terrains', 'auditorium']",['salles']
